Supplementay Table 2. Gene prediction score from each fold of cross validation (CV) and the average over five folds							
Gene	CV1	CV2	CV3	CV4	CV5	Mean	rank
RB1CC1	0.788333333333333	0.784916666666666	0.7373	0.694411111111111	0.776766666666667	0.756345555555555	38
NEURL4	0.835094444444445	0.78025	0.727833333333333	0.629583333333333	0.794072222222222	0.753366666666667	39
ADCY1	0.790777777777778	0.756366666666667	0.751472222222222	0.671411111111111	0.775844444444445	0.749174444444445	40
SLIT1	0.780911111111111	0.712838888888889	0.710072222222223	0.74065	0.792394444444445	0.747373333333334	41
AKT3	0.758438888888889	0.718305555555556	0.777911111111111	0.6796	0.799627777777778	0.746776666666667	42
ZNF609	0.857322222222223	0.730938888888889	0.718738888888889	0.632688888888889	0.783727777777777	0.744683333333333	43
KDM3B	0.849494444444445	0.754927777777778	0.654611111111111	0.669	0.787522222222222	0.743111111111111	44
DLG5	0.829077777777778	0.743244444444444	0.742977777777778	0.59745	0.802655555555556	0.743081111111111	45
ANKRD17	0.908166666666667	0.763216666666667	0.649438888888889	0.642244444444444	0.734283333333334	0.73947	46
CELSR3	0.733611111111111	0.738577777777778	0.714061111111111	0.758044444444444	0.751994444444445	0.739257777777778	47
CAMSAP3	0.782805555555555	0.75745	0.715444444444444	0.663427777777778	0.766583333333334	0.737142222222222	48
SMARCA1	0.7696	0.737383333333333	0.661377777777778	0.737927777777778	0.75865	0.732987777777778	49
FRY	0.815861111111111	0.635427777777778	0.725444444444445	0.701605555555555	0.78025	0.731717777777778	50
ARID1A	0.738216666666666	0.688361111111111	0.734277777777778	0.66135	0.826638888888889	0.729768888888889	51
TMEM63B	0.750622222222222	0.6853	0.679277777777778	0.767661111111111	0.761261111111111	0.728824444444444	52
ZMYND8	0.793566666666666	0.722772222222222	0.637377777777778	0.723988888888889	0.756044444444445	0.72675	53
ANK3	0.786655555555555	0.736561111111111	0.6756	0.638994444444445	0.792716666666667	0.726105555555556	54
PRR12	0.750488888888889	0.733516666666667	0.659166666666667	0.735338888888889	0.748083333333333	0.725318888888889	55
ARIH1	0.778855555555556	0.730061111111111	0.7171	0.724266666666667	0.67565	0.725186666666667	56
SON	0.728516666666667	0.734427777777778	0.704772222222222	0.641611111111111	0.8156	0.724985555555556	57
MAST1	0.753894444444445	0.711461111111111	0.7629	0.611866666666667	0.774694444444445	0.722963333333334	58
BAZ1B	0.646155555555556	0.752638888888889	0.656333333333334	0.732172222222222	0.822377777777778	0.721935555555556	59
SCN3A	0.794316666666667	0.689061111111111	0.675322222222222	0.69965	0.744688888888889	0.720607777777778	60
ZMYM3	0.856783333333333	0.676144444444445	0.671522222222222	0.644661111111111	0.75145	0.720112222222222	61
ROBO2	0.762638888888889	0.682966666666667	0.739088888888889	0.658205555555556	0.754744444444445	0.719528888888889	62
LPHN3	0.819761111111111	0.666272222222222	0.644038888888889	0.700377777777778	0.759955555555556	0.718081111111111	63
IPO7	0.670838888888889	0.684533333333333	0.658183333333333	0.795566666666667	0.777322222222222	0.717288888888889	64
ZRANB1	0.762177777777778	0.723983333333334	0.711333333333333	0.661405555555556	0.715594444444445	0.714898888888889	65
OGT	0.713627777777778	0.744894444444444	0.673383333333334	0.696877777777778	0.742611111111111	0.714278888888889	66
KIAA1549	0.804911111111111	0.662005555555556	0.711544444444445	0.671733333333334	0.716077777777778	0.713254444444445	67
CCDC88A	0.811366666666667	0.666077777777778	0.691227777777777	0.651311111111111	0.730883333333334	0.710173333333333	68
SETD2	0.805622222222222	0.759966666666667	0.605211111111111	0.697561111111111	0.680405555555556	0.709753333333333	69
SMG7	0.817566666666667	0.728805555555556	0.677911111111111	0.596016666666667	0.728144444444444	0.709688888888889	70
TULP4	0.806022222222222	0.697461111111111	0.641716666666667	0.646227777777778	0.755038888888889	0.709293333333333	71
MTMR4	0.746877777777778	0.656838888888889	0.685455555555556	0.736305555555556	0.7151	0.708115555555556	72
UNC79	0.658944444444444	0.77	0.646711111111111	0.775316666666666	0.670733333333333	0.704341111111111	73
MLL	0.742144444444444	0.725511111111111	0.595705555555556	0.784633333333333	0.670466666666667	0.703692222222222	74
HMGCR	0.752861111111111	0.684622222222222	0.655216666666667	0.676072222222222	0.740716666666667	0.701897777777778	75
AP1G1	0.739255555555556	0.736538888888889	0.666983333333333	0.634716666666667	0.730688888888889	0.701636666666667	76
NAV3	0.788622222222222	0.697466666666667	0.646683333333334	0.65025	0.721961111111111	0.700996666666667	77
UNC13A	0.701827777777778	0.632655555555556	0.719383333333333	0.678044444444444	0.763483333333334	0.699078888888889	78
UBAP2L	0.663661111111111	0.687305555555556	0.628827777777778	0.717311111111111	0.791088888888889	0.697638888888889	79
BIRC6	0.666994444444444	0.686866666666667	0.715188888888889	0.737322222222222	0.677311111111111	0.696736666666667	80
DGKD	0.7787	0.698622222222222	0.67355	0.627305555555556	0.697633333333333	0.695162222222222	81
PPFIA2	0.777166666666667	0.663983333333333	0.642127777777778	0.655144444444445	0.731661111111111	0.694016666666667	82
PLXNA4	0.669788888888889	0.672344444444445	0.678588888888889	0.737377777777778	0.710388888888889	0.693697777777778	83
PLXNA2	0.758744444444444	0.679061111111111	0.681455555555555	0.66985	0.677988888888889	0.69342	84
ATRN	0.768211111111111	0.697466666666667	0.649494444444444	0.605727777777778	0.741761111111111	0.692532222222222	85
PCLO	0.715911111111111	0.651116666666667	0.715344444444445	0.63875	0.732494444444444	0.690723333333333	86
JAKMIP2	0.850205555555556	0.7002	0.614477777777778	0.6057	0.671033333333333	0.688323333333334	87
PPP1R10	0.760705555555556	0.704261111111111	0.623933333333333	0.62155	0.7281	0.68771	88
HIRA	0.720655555555556	0.705077777777778	0.627555555555556	0.622622222222222	0.762361111111111	0.687654444444444	89
CLASP1	0.660394444444444	0.675194444444445	0.700888888888889	0.602622222222222	0.796577777777778	0.687135555555556	90
DCHS1	0.710894444444445	0.666433333333333	0.70305	0.574555555555555	0.770583333333334	0.685103333333333	91
EP400	0.651844444444444	0.692072222222222	0.626583333333334	0.779705555555555	0.674411111111111	0.684923333333333	92
HCFC1	0.777405555555555	0.69735	0.625588888888889	0.580977777777778	0.740938888888889	0.684452222222222	93
JMJD1C	0.746466666666667	0.671694444444445	0.621483333333334	0.689072222222222	0.693111111111111	0.684365555555556	94
GRIA1	0.721805555555555	0.670072222222222	0.642888888888889	0.695322222222222	0.691522222222222	0.684322222222222	95
AFF4	0.830094444444445	0.710366666666666	0.62685	0.5604	0.693833333333334	0.684308888888889	96
EHBP1	0.790416666666667	0.678872222222222	0.672661111111111	0.618638888888889	0.646388888888889	0.681395555555556	97
REV3L	0.6845	0.662827777777778	0.66565	0.721466666666667	0.671333333333333	0.681155555555556	98
DNMT1	0.769911111111111	0.7498	0.626994444444444	0.511005555555555	0.745333333333334	0.680608888888889	99
RNF38	0.718038888888889	0.661016666666666	0.731711111111111	0.587994444444445	0.703227777777778	0.680397777777778	100
XPR1	0.750233333333333	0.683561111111111	0.712644444444444	0.52735	0.7243	0.679617777777778	101
ADD2	0.731861111111111	0.679422222222222	0.708238888888889	0.537966666666666	0.739533333333334	0.679404444444444	102
PLK2	0.678194444444444	0.6209	0.663138888888889	0.711155555555556	0.71205	0.677087777777778	103
RALGPS1	0.774066666666667	0.703766666666667	0.634805555555556	0.600611111111111	0.666144444444445	0.675878888888889	104
SUPT16H	0.642005555555556	0.631922222222222	0.669466666666667	0.684483333333333	0.751100000000001	0.675795555555556	105
DHX30	0.631572222222222	0.672	0.670222222222222	0.618933333333333	0.762522222222223	0.67105	106
ANKRD12	0.772044444444444	0.640783333333334	0.5889	0.674388888888889	0.666616666666667	0.668546666666667	107
IGSF3	0.690438888888889	0.686644444444445	0.701383333333333	0.564255555555556	0.692566666666667	0.667057777777778	108
CHERP	0.73525	0.694988888888889	0.641716666666667	0.549377777777778	0.713572222222222	0.666981111111111	109
FUBP1	0.665472222222222	0.630844444444444	0.678044444444444	0.597177777777778	0.752538888888889	0.664815555555555	110
USP34	0.836611111111111	0.613655555555556	0.693816666666667	0.537433333333333	0.635572222222222	0.663417777777778	111
WBP11	0.588983333333333	0.626455555555556	0.589733333333334	0.765427777777778	0.744327777777778	0.662985555555556	112
SERBP1	0.6514	0.611372222222222	0.620927777777778	0.69635	0.733977777777778	0.662805555555555	113
ZC3H13	0.682438888888889	0.672883333333333	0.632216666666666	0.591705555555556	0.729961111111111	0.661841111111111	114
CHD6	0.672061111111111	0.63665	0.615083333333333	0.724911111111111	0.659072222222222	0.661555555555556	115
ACVR1B	0.759188888888889	0.570466666666667	0.668372222222222	0.605077777777778	0.703727777777778	0.661366666666667	116
PUM2	0.6603	0.635227777777778	0.595544444444444	0.665438888888889	0.749316666666667	0.661165555555556	117
CELF2	0.723477777777777	0.5662	0.683883333333334	0.606477777777778	0.723322222222223	0.660672222222222	118
KDM5C	0.770044444444444	0.665927777777778	0.621972222222222	0.577872222222222	0.663488888888889	0.659861111111111	119
CSNK2A1	0.644427777777778	0.621477777777778	0.636688888888889	0.679483333333333	0.7105	0.658515555555556	120
SYNCRIP	0.670444444444444	0.629288888888889	0.6209	0.658944444444444	0.704894444444444	0.656894444444444	121
ACIN1	0.696616666666667	0.719611111111111	0.585033333333333	0.545344444444444	0.728677777777778	0.655056666666667	122
ZZEF1	0.687766666666667	0.652333333333333	0.5897	0.689816666666667	0.654994444444444	0.654922222222222	123
CAMSAP2	0.6464	0.663016666666667	0.6132	0.642877777777778	0.702333333333334	0.653565555555556	124
ZMIZ1	0.718088888888889	0.677811111111111	0.606816666666667	0.515188888888889	0.749761111111111	0.653533333333333	125
MTSS1	0.724016666666667	0.6352	0.657972222222222	0.5194	0.727272222222222	0.652772222222222	126
CS	0.6317	0.605294444444445	0.632311111111111	0.695088888888889	0.698911111111111	0.652661111111111	127
TRRAP	0.561627777777777	0.623794444444444	0.680088888888889	0.714988888888889	0.672183333333333	0.650536666666667	128
SATB2	0.620733333333333	0.647888888888889	0.648927777777778	0.697366666666667	0.634705555555556	0.649924444444445	129
CHD5	0.617255555555556	0.575505555555556	0.664677777777778	0.673133333333333	0.718027777777778	0.64972	130
DOCK9	0.685483333333333	0.630527777777778	0.568688888888889	0.640477777777778	0.717216666666667	0.648478888888889	131
YTHDC2	0.678188888888889	0.645505555555556	0.599133333333333	0.660305555555556	0.656405555555556	0.647907777777778	132
FRMD4A	0.710727777777778	0.631633333333333	0.583766666666667	0.634955555555556	0.674938888888889	0.647204444444445	133
BRD4	0.758372222222222	0.658511111111111	0.550733333333334	0.582922222222222	0.685311111111111	0.64717	134
CUL4B	0.761127777777778	0.657688888888889	0.591922222222223	0.657833333333333	0.558861111111111	0.645486666666667	135
DSCAML1	0.653861111111112	0.670283333333333	0.52885	0.717744444444445	0.653377777777778	0.644823333333334	136
GTF3C1	0.608566666666667	0.63185	0.580361111111111	0.625527777777778	0.772327777777778	0.643726666666667	137
KCNQ2	0.662122222222222	0.612627777777778	0.588	0.6758	0.678144444444444	0.643338888888889	138
CELSR2	0.533183333333333	0.5702	0.6648	0.708572222222222	0.733872222222223	0.642125555555556	139
ZFR	0.558894444444445	0.581788888888889	0.5515	0.797872222222222	0.709477777777778	0.639906666666667	140
SRCAP	0.6901	0.6343	0.609222222222222	0.555238888888889	0.702372222222222	0.638246666666667	141
RBM15B	0.737461111111111	0.638172222222222	0.625638888888889	0.593277777777778	0.594533333333333	0.637816666666667	142
DAAM1	0.748833333333334	0.674755555555556	0.6115	0.552277777777778	0.59985	0.637443333333333	143
RABGAP1	0.719411111111111	0.670766666666667	0.549727777777778	0.556788888888889	0.689994444444445	0.637337777777778	144
EPC2	0.7403	0.732794444444444	0.560666666666667	0.500688888888889	0.651155555555555	0.637121111111111	145
ARHGEF2	0.554244444444444	0.608305555555556	0.610038888888889	0.68735	0.7254	0.637067777777778	146
RRM1	0.746127777777778	0.670116666666667	0.549522222222222	0.549961111111111	0.665616666666667	0.636268888888889	147
MGAT5	0.695794444444445	0.639827777777778	0.619166666666667	0.556222222222222	0.667022222222222	0.635606666666667	148
HECW1	0.637805555555556	0.61455	0.622961111111111	0.682083333333334	0.619483333333333	0.635376666666667	149
CMIP	0.615838888888889	0.616927777777778	0.625594444444444	0.605788888888889	0.712655555555556	0.635361111111111	150
PPRC1	0.641977777777778	0.64765	0.565638888888889	0.684738888888889	0.632316666666667	0.634464444444445	151
NPEPPS	0.796655555555556	0.6814	0.600094444444444	0.566011111111111	0.527855555555556	0.634403333333333	152
FAT3	0.59125	0.633277777777778	0.579261111111112	0.692283333333333	0.668505555555555	0.632915555555556	153
PHF12	0.774972222222223	0.678155555555555	0.549883333333333	0.538166666666667	0.622833333333333	0.632802222222222	154
STRBP	0.787338888888889	0.665483333333334	0.575444444444445	0.522255555555555	0.611038888888889	0.632312222222222	155
VCAN	0.679466666666667	0.6124	0.674222222222222	0.526544444444444	0.667916666666667	0.63211	156
SNX27	0.612161111111111	0.610172222222222	0.633522222222222	0.5921	0.708883333333334	0.631367777777778	157
6-Mar	0.595438888888889	0.576288888888889	0.632861111111111	0.668466666666666	0.683138888888889	0.631238888888889	158
DNAJC13	0.674227777777778	0.601316666666667	0.587705555555556	0.668588888888889	0.62145	0.630657777777778	159
YTHDC1	0.685727777777778	0.680005555555556	0.565355555555556	0.531488888888889	0.683911111111111	0.629297777777778	160
CPSF6	0.656177777777778	0.615722222222222	0.64485	0.607438888888889	0.621622222222223	0.629162222222222	161
MARK4	0.650933333333333	0.605622222222222	0.568822222222222	0.637538888888889	0.682816666666667	0.629146666666667	162
UBTF	0.532983333333334	0.585866666666667	0.616572222222223	0.64215	0.764672222222222	0.628448888888889	163
CUL1	0.499211111111111	0.564405555555556	0.623111111111111	0.742466666666667	0.711155555555556	0.62807	164
PLXNA3	0.691544444444445	0.632655555555555	0.643005555555555	0.568961111111111	0.603172222222222	0.627867777777778	165
BCL11B	0.639594444444444	0.693905555555555	0.663611111111111	0.560938888888889	0.576177777777778	0.626845555555555	166
BCL9L	0.668727777777778	0.623272222222222	0.639583333333333	0.5663	0.634244444444444	0.626425555555556	167
TNRC18	0.597644444444444	0.656405555555555	0.640483333333334	0.556177777777778	0.677533333333334	0.625648888888889	168
CACNA2D1	0.7288	0.588244444444445	0.582383333333333	0.649405555555555	0.577122222222222	0.625191111111111	169
NOL4	0.698572222222222	0.629222222222222	0.634855555555555	0.519927777777778	0.641933333333333	0.624902222222222	170
XPO6	0.497072222222222	0.559844444444445	0.560711111111111	0.780355555555555	0.726116666666667	0.62482	171
ZC3H4	0.738383333333333	0.686011111111111	0.586127777777778	0.472277777777778	0.639688888888889	0.624497777777778	172
SETBP1	0.698405555555556	0.596861111111111	0.616188888888889	0.576733333333333	0.630427777777778	0.623723333333334	173
YEATS2	0.789966666666667	0.676194444444445	0.559194444444444	0.503572222222222	0.589283333333333	0.623642222222222	174
VPS13D	0.637244444444444	0.586505555555556	0.595666666666667	0.6246	0.660338888888889	0.620871111111111	175
ARHGAP21	0.575877777777778	0.585027777777778	0.575894444444444	0.66305	0.702322222222222	0.620434444444445	176
SMC3	0.550611111111111	0.605755555555555	0.606077777777778	0.607838888888889	0.730416666666667	0.62014	177
PRRC2C	0.633961111111111	0.557827777777778	0.588611111111111	0.649155555555555	0.669527777777778	0.619816666666667	178
EPHB2	0.675777777777778	0.655772222222222	0.5759	0.528305555555556	0.661955555555556	0.619542222222222	179
LRRC7	0.645816666666666	0.618477777777778	0.535966666666667	0.65335	0.643233333333333	0.619368888888889	180
STAG2	0.707238888888889	0.619516666666667	0.541422222222222	0.605522222222222	0.622033333333333	0.619146666666667	181
TOP1	0.562172222222222	0.576522222222222	0.587322222222223	0.64065	0.728688888888889	0.619071111111111	182
LARP1	0.539294444444445	0.573394444444444	0.58545	0.694027777777778	0.70305	0.619043333333333	183
GATAD2B	0.726772222222223	0.584966666666667	0.627072222222222	0.508105555555556	0.646105555555555	0.618604444444445	184
MGA	0.553333333333333	0.623633333333333	0.624783333333333	0.665827777777778	0.623133333333333	0.618142222222222	185
ZMYND11	0.5632	0.541911111111111	0.580655555555556	0.723344444444445	0.677205555555556	0.617263333333333	186
MYO5A	0.616794444444445	0.601361111111111	0.633783333333333	0.644172222222222	0.586811111111111	0.616584444444444	187
LRP1B	0.67855	0.629216666666667	0.616933333333333	0.573605555555556	0.579305555555556	0.615522222222222	188
TP53BP1	0.649383333333333	0.63165	0.605594444444445	0.492066666666667	0.695594444444445	0.614857777777778	189
KIAA1109	0.709233333333334	0.524961111111111	0.576105555555555	0.595433333333333	0.660338888888889	0.613214444444445	190
SND1	0.628605555555556	0.598772222222222	0.561661111111111	0.572638888888889	0.701227777777778	0.612581111111111	191
ARFGEF1	0.596961111111111	0.638677777777778	0.568583333333333	0.676788888888889	0.581322222222222	0.612466666666667	192
BSN	0.573461111111111	0.603394444444445	0.571488888888889	0.596516666666667	0.712822222222222	0.611536666666667	193
SHANK1	0.562061111111111	0.532533333333333	0.622888888888889	0.642505555555556	0.689761111111111	0.60995	194
CTCF	0.676811111111111	0.520711111111111	0.601977777777778	0.553166666666667	0.694405555555556	0.609414444444444	195
EIF4G3	0.62025	0.587483333333333	0.617988888888889	0.586511111111111	0.633905555555556	0.609227777777778	196
WHSC1	0.786827777777778	0.654683333333334	0.524572222222222	0.465511111111111	0.613861111111111	0.609091111111111	197
KIAA0368	0.597244444444444	0.6014	0.615966666666667	0.573116666666667	0.656872222222222	0.60892	198
TM9SF3	0.564272222222222	0.479211111111111	0.575427777777778	0.782111111111111	0.6417	0.608544444444445	199
NAV2	0.648638888888889	0.584405555555556	0.557805555555556	0.620988888888889	0.629644444444444	0.608296666666667	200
AFF3	0.649644444444445	0.657883333333333	0.622594444444444	0.51935	0.590961111111111	0.608086666666667	201
HIVEP1	0.626511111111111	0.642427777777778	0.530477777777778	0.634883333333333	0.605438888888889	0.607947777777778	202
ZNF462	0.583133333333333	0.639238888888889	0.595905555555556	0.629044444444444	0.590566666666667	0.607577777777778	203
CASK	0.698761111111111	0.627761111111111	0.555177777777778	0.556494444444444	0.592161111111111	0.606071111111111	204
PRKCE	0.601816666666667	0.575883333333333	0.586711111111112	0.630561111111111	0.630088888888889	0.605012222222222	205
FBXW7	0.590866666666666	0.638072222222222	0.552155555555556	0.616661111111111	0.625838888888889	0.604718888888889	206
RSPRY1	0.699694444444445	0.577955555555556	0.571872222222223	0.5871	0.582238888888889	0.603772222222222	207
EFTUD2	0.531188888888889	0.511788888888889	0.55895	0.696205555555555	0.719433333333333	0.603513333333333	208
CSK	0.5984	0.5671	0.567244444444445	0.572694444444444	0.705161111111111	0.60212	209
CARM1	0.607111111111111	0.541755555555556	0.576444444444445	0.595566666666667	0.688366666666667	0.601848888888889	210
IPO5	0.537544444444444	0.544477777777778	0.583027777777778	0.614877777777778	0.721961111111111	0.600377777777778	211
CUX2	0.592122222222222	0.57415	0.591066666666667	0.649455555555556	0.594111111111111	0.600181111111111	212
PCIF1	0.589027777777778	0.597083333333334	0.530683333333333	0.565877777777778	0.717361111111111	0.600006666666667	213
TLE4	0.677983333333333	0.576727777777778	0.541388888888889	0.580166666666666	0.620866666666667	0.599426666666667	214
AUTS2	0.615627777777778	0.60465	0.610033333333333	0.523138888888889	0.638916666666667	0.598473333333333	215
ATP2B1	0.568033333333333	0.591272222222222	0.56225	0.659772222222222	0.608233333333333	0.597912222222222	216
NRBP1	0.638627777777778	0.587211111111111	0.596027777777778	0.566294444444444	0.600344444444444	0.597701111111111	217
MLLT4	0.588555555555555	0.615483333333333	0.61225	0.471633333333333	0.699511111111111	0.597486666666667	218
FHOD3	0.697944444444444	0.576116666666666	0.5938	0.516916666666667	0.602005555555556	0.597356666666667	219
WDR48	0.678072222222222	0.586605555555555	0.567561111111111	0.58315	0.561994444444445	0.595476666666667	220
HELZ	0.593616666666667	0.646994444444444	0.532883333333333	0.654194444444445	0.541705555555556	0.593878888888889	221
RANBP9	0.537711111111111	0.61865	0.521416666666667	0.615083333333334	0.6749	0.593552222222222	222
HECW2	0.624311111111111	0.590155555555556	0.562988888888889	0.641883333333333	0.548344444444445	0.593536666666667	223
AKAP6	0.725872222222222	0.535261111111111	0.545222222222223	0.559088888888889	0.598366666666667	0.592762222222222	224
SEMA4C	0.691011111111111	0.643227777777778	0.568411111111111	0.481366666666667	0.578983333333333	0.5926	225
LPHN2	0.723977777777778	0.4993	0.572016666666667	0.549427777777778	0.615483333333333	0.592041111111111	226
PBRM1	0.573655555555555	0.589261111111111	0.574938888888889	0.591733333333333	0.628594444444445	0.591636666666667	227
CREBBP	0.6043	0.529333333333333	0.605883333333334	0.552172222222222	0.663211111111111	0.59098	228
TMEM131	0.628111111111111	0.612472222222222	0.551138888888889	0.590516666666667	0.572105555555556	0.590868888888889	229
CEP350	0.626177777777778	0.588083333333333	0.524755555555555	0.597327777777778	0.616405555555556	0.59055	230
CACNA1B	0.647388888888889	0.5775	0.589094444444445	0.532233333333333	0.605805555555556	0.590404444444445	231
CLASP2	0.523272222222222	0.584138888888889	0.56365	0.615116666666667	0.662555555555556	0.589746666666667	232
NEDD4L	0.5326	0.524444444444444	0.574511111111111	0.628755555555555	0.685133333333334	0.589088888888889	233
PSMD1	0.4876	0.540433333333333	0.530422222222222	0.714322222222222	0.668633333333334	0.588282222222222	234
SCN8A	0.572972222222222	0.581055555555556	0.65455	0.475861111111111	0.653111111111112	0.58751	235
PPFIA3	0.54285	0.551638888888889	0.593116666666667	0.60505	0.644461111111111	0.587423333333333	236
AGAP1	0.737022222222222	0.572961111111111	0.521327777777778	0.507405555555555	0.595244444444444	0.586792222222222	237
RNF40	0.526511111111111	0.56415	0.521583333333333	0.623461111111111	0.697983333333333	0.586737777777778	238
MYO16	0.6134	0.512205555555556	0.597205555555556	0.62405	0.581266666666667	0.585625555555556	239
API5	0.606627777777778	0.565761111111111	0.600016666666667	0.577016666666667	0.573361111111111	0.584556666666667	240
DAZAP1	0.575527777777778	0.552244444444445	0.560938888888889	0.585455555555555	0.647966666666666	0.584426666666667	241
TRIM46	0.671522222222222	0.602327777777778	0.602455555555556	0.474644444444444	0.569933333333334	0.584176666666667	242
ANO8	0.64655	0.628288888888889	0.518855555555555	0.551727777777778	0.569594444444444	0.583003333333333	243
SPAG9	0.502127777777778	0.535222222222222	0.563761111111111	0.639388888888889	0.668344444444445	0.581768888888889	244
ZEB2	0.551938888888889	0.579994444444444	0.56285	0.624416666666667	0.583733333333333	0.580586666666667	245
PAK7	0.631583333333333	0.587866666666667	0.651372222222222	0.381127777777778	0.649622222222222	0.580314444444444	246
COPB1	0.592127777777777	0.552333333333333	0.564866666666667	0.566188888888889	0.625722222222222	0.580247777777778	247
DMXL2	0.727627777777778	0.482366666666667	0.539561111111111	0.533705555555556	0.606433333333333	0.577938888888889	248
ARHGEF11	0.681405555555556	0.606	0.475272222222222	0.493266666666667	0.632766666666667	0.577742222222222	249
DIDO1	0.539305555555556	0.62995	0.488933333333333	0.6831	0.543944444444444	0.577046666666667	250
EDC4	0.648205555555555	0.549566666666667	0.553016666666667	0.570405555555556	0.561927777777778	0.576624444444444	251
SUPT6H	0.454511111111111	0.485022222222222	0.621161111111111	0.668172222222222	0.651594444444445	0.576092222222222	252
PLEKHA5	0.57995	0.592777777777778	0.514066666666667	0.613888888888889	0.578466666666667	0.57583	253
MYO9A	0.611383333333333	0.530311111111111	0.550194444444445	0.618794444444444	0.56765	0.575666666666667	254
NCOA1	0.536894444444444	0.5395	0.576983333333333	0.591111111111111	0.632622222222222	0.575422222222222	255
MORC2	0.616288888888889	0.616944444444445	0.518566666666667	0.491305555555556	0.623027777777778	0.573226666666667	256
MAPKBP1	0.630938888888889	0.559966666666667	0.530272222222222	0.598388888888889	0.545516666666667	0.573016666666667	257
